"`id`","`stars`"
"6","7267"
"231","3039"
"280","3529"
"334","15477"
"391","138"
"392","26240"
"675","6079"
"735","1059"
"788","2267"
"799","2553"
"982","437"
"1022","1044"
"1182","2178"
"1207","2246"
"1305","1791"
"1615","1100"
"1620","1322"
"1742","7975"
"1743","2173"
"1799","2437"
"1819","180"
"1962","400"
"1996","4243"
"2146","1718"
"2204","905"
"2727","4133"
"2746","1608"
"2864","526"
"3052","108"
"3386","718"
"3430","6806"
"3457","1366"
"3595","1229"
"3623","2420"
"3648","24"
"3751","42"
"3928","2999"
"4003","464"
"4021","1257"
"4068","2375"
"4095","10737"
"4267","505"
"4276","1118"
"4281","221"
"4346","1118"
"4432","1047"
"4473","285"
"4654","1489"
"4711","2263"
"4846","6929"
"4929","2629"
"5124","3193"
"5161","2782"
"5184","1656"
"5455","13168"
"5478","1611"
"5497","881"
"5626","2396"
"5629","890"
"5874","3839"
"6009","4881"
"6053","253"
"6223","3193"
"6313","41395"
"6413","1085"
"6848","1764"
"6931","351"
"6978","173"
"7059","1371"
"7149","1217"
"7233","2476"
"7317","2779"
"7756","994"
"7836","1797"
"7982","3423"
"8127","2929"
"8184","6081"
"8304","2101"
"8329","2775"
"8390","1980"
"8525","4084"
"8566","1852"
"8833","1033"
"8892","162"
"9259","1494"
"9383","260"
"9682","4122"
"9709","994"
"9713","336"
"9716","1760"
"9951","1106"
"10070","1172"
"10197","2436"
"10462","225"
"10512","864"
"10579","576"
"10594","117"
"10649","235"
"10686","117"
"10798","6964"
"10912","3537"
"11067","26"
"11435","3905"
"11820","1779"
"11902","1546"
"12031","2673"
"12257","125"
"12258","14411"
"12830","2544"
"12831","1686"
"12885","5959"
"13235","2429"
"13436","209"
"13718","435"
"13747","241"
"13929","3896"
"14061","2560"
"14098","1676"
"14622","1091"
"14763","1036"
"14952","2958"
"15433","1285"
"15728","1239"
"15756","4056"
"15762","2519"
"16113","166"
"16376","332"
"16462","2163"
"16639","1031"
"16820","4137"
"16836","1228"
"17000","554"
"17165","2377"
"17411","1068"
"17730","1246"
"17742","1055"
"17798","1177"
"18003","418"
"18045","6143"
"18090","239"
"18250","67"
"18571","3232"
"18601","546"
"18941","244"
"19019","81"
"19030","397"
"19375","116"
"19579","250"
"19615","17"
"19626","4975"
"19640","1998"
"19806","3759"
"19996","2914"
"20138","2673"
"20678","110"
"21218","2436"
"21274","7381"
"21530","122"
"21621","433"
"22086","1173"
"22321","1021"
"22528","5216"
"22551","655"
"22772","42"
"23085","186"
"23122","1563"
"23238","1139"
"23301","3155"
"23429","59"
"23605","1482"
"23670","598"
"23834","6592"
"23888","1070"
"24177","626"
"24213","421"
"24326","1231"
"24522","197"
"24559","1471"
"24603","1174"
"24889","1142"
"24960","1048"
"25016","168"
"25359","253"
"25380","2485"
"25986","122"
"26624","3991"
"26636","807"
"26688","1966"
"27046","161"
"27194","1114"
"28009","1968"
"28054","1184"
"28069","1799"
"28204","4647"
"28556","1363"
"28576","284"
"29172","5344"
"29762","1176"
"29914","2456"
"29991","1307"
"30402","546"
"30653","39"
"30738","2018"
"30761","171"
"31283","1961"
"31366","11059"
"32023","3653"
"32107","232"
"32638","1597"
"33227","169"
"33565","4215"
"33656","134"
"34288","1635"
"35473","433"
"36313","235"
"36413","1812"
"36591","102"
"36713","4633"
"37623","139"
"37778","27"
"38658","262"
"38744","463"
"39027","1371"
"39044","1221"
"39075","861"
"40389","1545"
"41254","36"
"41498","2078"
"41849","107"
"42214","20"
"42948","208"
"43969","77"
"45141","103"
"45669","350"
"45702","25"
"47940","11"
"48829","33"
"48951","144"
"49570","164"
"50875","2861"
"53018","284"
"53286","149"
"54068","138"
"54351","1359"
"54491","4904"
"54745","32"
"54785","164"
"55259","79"
"56374","1661"
"58642","20"
"58903","222"
"59582","16"
"59607","1275"
"59830","364"
"61117","113"
"62093","148"
"64212","223"
"64390","383"
"64654","576"
"65772","121"
"69069","11"
"70499","28"
"74160","72"
"78782","35"
"79442","148"
"81444","42"
"82957","123"
"84341","2115"
"85800","219"
"87135","239"
"87869","114"
"88390","16"
"90988","19"
"91363","220"
"94451","19"
"96553","12655"
"96689","53"
"96763","65"
"98743","396"
"99731","1"
"100266","186"
"102179","112"
"104483","14"
"106815","124"
"106864","1155"
"107530","24"
"110992","124"
"112249","3448"
"112262","50"
"112292","421"
"113880","196"
"114167","1335"
"114751","13"
"116162","347"
"118048","116"
"118551","147"
"119275","38"
"119977","3220"
"120216","51"
"120707","11"
"122760","26"
"123356","38"
"124137","34"
"124505","32"
"126528","25"
"126778","121"
"131286","178"
"134290","82"
"136457","1"
"137246","21"
"141145","447"
"141261","1127"
"142406","40"
"146205","28"
"149332","12194"
"150716","129"
"153822","766"
"154114","112"
"156773","259"
"158753","7377"
"159999","161"
"164085","192"
"166720","12"
"167194","312"
"167303","1586"
"167985","218"
"169454","40"
"169529","16"
"176492","111"
"176596","25"
"180685","122"
"181526","7592"
"182702","1008"
"185861","201"
"189681","17"
"198069","1"
"201672","24"
"204692","1748"
"205834","26"
"206270","17"
"207212","117"
"209924","13"
"214505","21"
"214552","15"
"216447","124"
"219601","2062"
"220953","24"
"222916","121"
"223537","41"
"224435","398"
"231026","145"
"233193","17"
"238698","13"
"242564","109"
"243431","1218"
"244129","21"
"244417","26"
"246730","22"
"255320","104"
"260066","14"
"262948","23"
"263107","137"
"267105","1213"
"267717","110"
"276344","11"
"280617","1242"
"284018","13"
"284075","12"
"285798","34"
"303616","31"
"306833","26"
"306908","43"
"307612","11"
"309661","23"
"311780","118"
"313268","253"
"319466","111"
"321869","776"
"323565","141"
"326476","14"
"328815","1789"
"335881","11"
"337343","23"
"338816","16"
"343698","135"
"344063","46"
"348868","125"
"357887","51"
"362053","234"
"362894","105"
"363605","31"
"366402","117"
"374916","14"
"383256","16"
"386790","16"
"414089","83"
"419651","403"
"422791","32"
"427496","30"
"440795","27"
"445199","112"
"450059","12"
"450328","123"
"454235","15"
"460773","56"
"497181","18"
"499056","176"
"519333","1"
"543497","706"
"546329","51"
"569534","148"
"572040","117"
"576260","14"
"579759","19"
"601064","23"
"603530","13"
"615055","42"
"640609","27"
"643697","106"
"651549","1014"
"652682","11"
"673716","16"
"677148","21"
"683351","7094"
"686542","74"
"696102","3645"
"705818","161"
"718118","3234"
"719340","11"
"723307","103"
"724361","19"
"726806","15"
"738430","4497"
"742622","1184"
"743378","1350"
"748510","13"
"750986","28"
"771049","356"
"772395","28"
"773433","19"
"784448","1042"
"788950","15"
"811373","89"
"811401","232"
"812923","1022"
"839143","29"
"843214","13"
"856494","1"
"870927","14"
"911527","15"
"927777","94"
"979207","16"
"1001578","1544"
"1008365","132"
"1011413","17"
"1015480","16"
"1017307","12"
"1025135","3"
"1027466","206"
"1031791","12"
"1036996","138"
"1059797","310"
"1083125","11"
"1084208","19"
"1093294","41"
"1100704","26"
"1117036","107"
"1124381","15"
"1195142","31"
"1214622","18"
"1228020","11"
"1242075","12"
"1261926","117"
"1270737","1402"
"1328973","18"
"1344179","1223"
"1352199","705"
"1354419","39"
"1366256","2572"
"1367068","21"
"1367228","1174"
"1372746","129"
"1381021","1414"
"1382032","25"
"1391701","36"
"1397125","16"
"1397723","1039"
"1404659","1041"
"1412018","31"
"1414836","25"
"1416473","1025"
"1432150","1103"
"1434458","2318"
"1436875","11"
"1437288","1140"
"1438441","2995"
"1449551","13"
"1453441","25"
"1457727","2379"
"1471234","141"
"1471568","41"
"1474764","1230"
"1486549","2236"
"1500447","13"
"1524373","14"
"1526024","1037"
"1528221","1442"
"1545229","115"
"1546988","167"
"1600439","15"
"1607018","13"
"1619676","27"
"1690743","621"
"1698522","1192"
"1713442","864"
"1749436","3077"
"1764042","13"
"1778841","489"
"1799111","1"
"1819251","148"
"1838125","33"
"1852141","47"
"1890840","18"
"1891776","185"
"1892389","34"
"1893164","152"
"1900934","1013"
"1903462","27"
"1904790","19"
"1916255","30"
"1918558","32"
"1927874","1100"
"1927881","121"
"1961397","6874"
"1964893","11"
"1965404","901"
"1977847","159"
"1989790","227"
"1991636","1257"
"2001763","5"
"2145058","15"
"2146436","29"
"2201979","20"
"2206890","17"
"2207463","17"
"2213273","1"
"2229635","11"
"2241376","411"
"2244312","30"
"2244481","13"
"2246039","11"
"2249262","107"
"2250690","132"
"2252680","206"
"2255699","18"
"2257096","249"
"2257240","1400"
"2266052","25"
"2281243","59"
"2281819","1203"
"2294498","1672"
"2312008","12"
"2315431","18"
"2337743","13"
"2340614","112"
"2345204","12"
"2363619","1636"
"2363758","3416"
"2365356","12"
"2375290","11"
"2381629","53"
"2381679","17"
"2389915","1609"
"2404370","1848"
"2409137","33"
"2417208","159"
"2421460","108"
"2422498","14"
"2434520","1"
"2445228","27"
"2447212","153"
"2476937","143"
"2480777","56"
"2513836","13"
"2535892","2"
"2601235","37"
"2660015","20"
"2661903","138"
"2662867","115"
"2702530","216"
"2709309","17"
"2719572","426"
"2728868","1489"
"2739871","15"
"2749609","44"
"2752178","1081"
"2768008","70"
"2771181","13"
"2787691","30"
"2796362","120"
"2798946","12"
"2801361","14"
"2807863","151"
"2814268","59"
"2835325","23"
"2847808","8815"
"2862294","314"
"2862977","301"
"2874293","12"
"2875658","134"
"2889040","136"
"2909754","11"
"2922319","2710"
"2922620","22"
"2923558","1147"
"2940997","43"
"2978560","125"
"2987164","34"
"3018979","43"
"3036595","17"
"3040840","1"
"3048906","265"
"3063823","395"
"3067095","147"
"3117680","174"
"3122758","16"
"3136825","498"
"3168742","48"
"3173347","21"
"3180895","20"
"3201792","1269"
"3213902","1021"
"3236423","13"
"3250844","101"
"3276139","465"
"3283518","24"
"3286419","14"
"3287419","12"
"3290625","472"
"3296518","45"
"3321949","1530"
"3346024","3559"
"3361740","316"
"3368849","1742"
"3389811","76"
"3413879","138"
"3427780","1315"
"3429645","91"
"3434493","1031"
"3462816","43"
"3465213","186"
"3487382","1"
"3498338","11"
"3499917","47"
"3513117","1010"
"3523460","1332"
"3524332","1478"
"3529137","3553"
"3582345","111"
"3592410","14"
"3594572","17"
"3610783","1345"
"3631888","218"
"3641172","26"
"3642978","116"
"3649472","1274"
"3659421","36"
"3664437","1785"
"3669790","79"
"3683487","112"
"3706501","257"
"3708910","20"
"3714509","1038"
"3716978","2800"
"3752385","46"
"3756185","132"
"3759006","1759"
"3769056","30"
"3770464","13"
"3807912","1049"
"3814424","628"
"3827244","28"
"3863843","1609"
"3872943","22"
"3874746","204"
"3893356","1370"
"3905191","25232"
"3908715","417"
"3943403","1"
"3961217","215"
"3983276","12"
"3992573","2068"
"4003838","7257"
"4019026","103"
"4026408","133"
"4035765","127"
"4045632","24"
"4058558","13"
"4069483","143"
"4115240","1146"
"4120130","2457"
"4136027","161"
"4142580","291"
"4160390","118"
"4187118","1"
"4192518","159"
"4198417","16954"
"4255397","99"
"4291112","12"
"4326459","128"
"4342100","509"
"4420524","149"
"4428725","43"
"4467262","114"
"4476638","45"
"4477515","17"
"4484156","1335"
"4513783","104"
"4539094","184"
"4540322","111"
"4563307","1335"
"4563494","7470"
"4584491","58"
"4588007","1165"
"4605271","1869"
"4607985","12"
"4629745","290"
"4646758","157"
"4660569","116"
"4663721","132"
"4695209","22"
"4722740","17"
"4753416","33"
"4773093","140"
"4776433","15"
"4780077","16"
"4786655","183"
"4809226","1"
"4819374","1307"
"4877698","1167"
"4879481","15"
"4882831","103"
"4894767","462"
"4903941","126"
"4904730","3032"
"4911527","87"
"4926223","1094"
"4933925","729"
"4963729","1190"
"4988377","331"
"4992188","302"
"5041761","1"
"5042362","323"
"5074778","136"
"5078978","34"
"5095078","125"
"5140545","3457"
"5145060","158"
"5146456","2010"
"5152250","12"
"5195927","441"
"5205541","173"
"5216745","1443"
"5312058","2746"
"5368058","29"
"5371237","73"
"5377260","16"
"5379586","80"
"5399390","1257"
"5411876","210"
"5428457","350"
"5430540","194"
"5435325","3619"
"5472160","62"
"5507363","6861"
"5522468","2225"
"5534759","1242"
"5552730","222"
"5555823","351"
"5565375","124"
"5568720","49"
"5593627","393"
"5597614","65"
"5598479","1814"
"5600557","119"
"5602838","60"
"5604899","3246"
"5617024","1998"
"5630665","331"
"5636078","2060"
"5718353","21"
"5741726","2244"
"5778983","11"
"5784154","61"
"5807266","483"
"5817753","1346"
"5828347","1783"
"5846748","5601"
"5942149","263"
"5944667","47"
"5979563","29"
"5989485","18"
"6013073","195"
"6065511","15"
"6068879","3926"
"6085795","140"
"6087555","114"
"6095575","12"
"6096676","1158"
"6169171","212"
"6172020","5950"
"6191402","575"
"6196408","230"
"6210932","175"
"6236268","17"
"6239513","31"
"6253776","105"
"6278048","3811"
"6278863","120"
"6280726","468"
"6299920","16"
"6307815","49"
"6312005","2440"
"6318240","226"
"6328765","1301"
"6399055","106"
"6403871","2474"
"6404061","13"
"6412773","325"
"6441856","1030"
"6442229","1005"
"6451691","122"
"6462793","1938"
"6476825","133"
"6496393","298"
"6505671","1"
"6533556","115"
"6587692","121"
"6611850","877"
"6653643","1999"
"6699074","1301"
"6704373","170"
"6712024","2095"
"6753616","65"
"6800846","52"
"6816151","320"
"6843683","5379"
"6853230","15"
"6861499","13"
"6882788","31"
"6916565","169"
"6965555","16"
"6965574","96"
"6970257","12"
"6988298","1364"
"6988998","2302"
"7001356","1488"
"7013556","19"
"7019686","1902"
"7075652","38"
"7105340","134"
"7113913","114"
"7132386","312"
"7146853","2"
"7158417","105"
"7164842","278"
"7170693","602"
"7189065","121"
"7190023","302"
"7198962","24"
"7212462","2071"
"7215130","1110"
"7222746","1455"
"7228519","1507"
"7240106","10422"
"7249970","75"
"7260288","1225"
"7266288","1952"
"7294438","165"
"7304063","1043"
"7305150","12"
"7306369","25"
"7306673","1972"
"7308213","127"
"7326980","344"
"7344511","1"
"7361572","15"
"7383416","32"
"7412153","70"
"7420900","340"
"7432562","33"
"7461031","102"
"7489584","2118"
"7504851","86"
"7537997","972"
"7556976","120"
"7570729","2071"
"7607012","1129"
"7617634","14"
"7645899","14"
"7654253","201"
"7666955","1628"
"7722836","145"
"7732133","42"
"7738640","255"
"7751311","2188"
"7753732","3809"
"7769665","1209"
"7808122","452"
"7810452","587"
"7811703","49"
"7835118","2875"
"7883108","64"
"7883561","12"
"7924929","176"
"7940296","133"
"7952993","295"
"7980702","2188"
"8012811","206"
"8017772","3654"
"8117762","302"
"8125526","1067"
"8137228","230"
"8142691","190"
"8162617","3"
"8169424","608"
"8170478","1"
"8228397","63"
"8270641","21"
"8296041","229"
"8339162","267"
"8339915","19"
"8387817","67"
"8404580","16"
"8405131","2264"
"8427119","212"
"8485455","24"
"8515356","108"
"8532385","227"
"8532554","142"
"8566806","254"
"8576259","216"
"8596480","11"
"8634501","356"
"8670482","29"
"8688328","102"
"8734343","339"
"8769923","39"
"8772689","16"
"8776028","2504"
"8784767","109"
"8818018","1414"
"8847632","12"
"8875437","517"
"8875464","72"
"8905797","4408"
"8906917","1195"
"8913435","74"
"8939716","216"
"9026379","125"
"9051214","66"
"9078570","139"
"9121894","1506"
"9139436","21"
"9152395","2"
"9160279","20"
"9232309","1050"
"9240557","13"
"9268752","123"
"9282939","1997"
"9343717","30"
"9344074","163"
"9352549","239"
"9392393","98"
"9394397","1"
"9400432","120"
"9468307","134"
"9478333","1032"
"9504109","43"
"9511165","49"
"9540082","20"
"9570005","2429"
"9597076","90"
"9600790","1"
"9626183","20637"
"9650960","1463"
"9658872","2080"
"9659919","144"
"9664486","34"
"9687174","1130"
"9701410","1"
"9701695","1577"
"9703605","67"
"9704915","12"
"9706049","3399"
"9709068","27"
"9709116","540"
"9717218","109"
"9726637","351"
"9727940","5441"
"9745677","123"
"9755937","171"
"9814221","3"
"9817959","36"
"9862004","3018"
"9865676","17"
"9893161","12"
"9895007","365"
"9906217","5981"
"9908329","3138"
"9912292","140"
"9930325","306"
"9931815","38"
"9961002","1465"
"9975034","133"
"9982219","11"
"9983686","406"
"9995314","1"
"10053600","1074"
"10066441","15"
"10084609","26"
"10084678","3089"
"10123492","1"
"10125352","93"
"10138664","146"
"10172529","3104"
"10188194","1687"
"10192555","70"
"10196307","42"
"10199826","13"
"10233169","194"
"10258995","101"
"10260382","21"
"10280298","283"
"10282819","198"
"10296656","588"
"10301817","2259"
"10358518","178"
"10377821","1661"
"10379711","2617"
"10388177","468"
"10396798","1058"
"10410843","200"
"10412281","3462"
"10425716","3865"
"10432015","21"
"10435441","3942"
"10435922","796"
"10447564","39"
"10451754","150"
"10464490","3279"
"10473430","21"
"10520061","109"
"10521722","2324"
"10526188","70"
"10548198","1066"
"10555368","18"
"10574931","153"
"10576004","10942"
"10585250","404"
"10589306","16"
"10631290","1169"
"10660095","105"
"10733538","17"
"10741429","13"
"10752463","12"
"10773454","238"
"10777706","12622"
"10784470","1086"
"10803994","54"
"10812016","14"
"10814377","100"
"10815238","1365"
"10817458","144"
"10819648","148"
"10829089","12"
"10829314","2552"
"10832091","6505"
"10832897","2068"
"10832960","95"
"10834528","107"
"10854850","19"
"10910878","1093"
"10936889","91"
"10947458","1698"
"10953007","34"
"10955983","1288"
"10956038","38"
"10963081","687"
"10964976","18"
"11001304","107"
"11061859","1321"
"11066875","17"
"11072255","115"
"11080800","18"
"11095632","279"
"11107988","1926"
"11120703","185"
"11127510","17"
"11132347","1752"
"11139593","1310"
"11144636","1557"
"11165808","80"
"11175147","198"
"11176827","156"
"11182376","1356"
"11183490","179"
"11197300","11"
"11212499","36"
"11227723","7531"
"11228451","3180"
"11238565","1178"
"11265367","104"
"11291526","202"
"11297052","20"
"11318999","237"
"11323491","115"
"11338993","232"
"11348682","1"
"11362536","340"
"11402707","167"
"11467831","2219"
"11473240","2953"
"11474560","865"
"11494393","6480"
"11512622","21"
"11537177","13"
"11554847","115"
"11570176","221"
"11588385","1281"
"11605642","2091"
"11622535","219"
"11625417","101"
"11662013","52"
"11680693","12"
"11702237","192"
"11704557","114"
"11706023","205"
"11707880","110"
"11720517","16"
"11733127","49"
"11735060","75"
"11737051","194"
"11744765","2125"
"11746264","135"
"11753236","2436"
"11761587","1510"
"11784159","4012"
"11785544","2988"
"11797084","23"
"11802012","2760"
"11850935","1396"
"11854803","2242"
"11912097","132"
"11924541","151"
"12092942","16"
"12170217","2230"
"12192051","1211"
"12197208","169"
"12226983","1530"
"12229395","60"
"12260707","12"
"12262320","12"
"12274903","35"
"12308151","49"
"12313618","12"
"12315617","37"
"12316998","18"
"12326365","122"
"12402890","108"
"12449377","257"
"12474524","52"
"12508484","17"
"12509066","15"
"12520304","370"
"12582238","700"
"12586102","305"
"12589909","19"
"12630000","159"
"12653317","163"
"12666384","5053"
"12670029","144"
"12682828","1146"
"12682853","2662"
"12715530","43"
"12719568","1518"
"12740796","1322"
"12746037","3384"
"12749140","7280"
"12761803","43"
"12798077","1301"
"12806676","98"
"12807650","16"
"12814859","3709"
"12821674","1021"
"12878383","25"
"12908987","2876"
"12967267","11"
"13061306","2257"
"13071706","1511"
"13082203","110"
"13095216","1066"
"13097260","48"
"13128433","1475"
"13334964","350"
"13368782","2288"
"13393204","1593"
"13398866","250"
"13403042","5207"
"13454056","13"
"13462180","1432"
"13464028","1377"
"13480659","130"
"13481226","860"
"13489032","167"
"13490952","113"
"13494877","130"
"13509074","436"
"13520780","1137"
"13523497","163"
"13536812","7"
"13539138","376"
"13544235","117"
"13570263","23"
"13585659","17"
"13593152","1355"
"13595364","1182"
"13613053","11184"
"13615253","137"
"13621454","586"
"13635889","250"
"13636329","83"
"13636760","16"
"13636819","435"
"13640327","1244"
"13642463","2224"
"13655055","36"
"13664602","115"
"13679102","1259"
"13680016","1011"
"13685691","15"
"13719308","32"
"13719548","54"
"13735930","455"
"13737011","1784"
"13740270","46"
"13742311","1226"
"13747237","2"
"13747894","84"
"13759969","164"
"13778815","33"
"13837159","1101"
"13865588","1134"
"14000694","20"
"14027141","16"
"14057734","14"
"14101318","1017"
"14116012","404"
"14179437","41"
"14210902","3734"
"14263163","12"
"14286406","1084"
"14328878","173"
"14435272","25"
"14457963","101"
"14505051","1041"
"14515342","1151"
"14543063","11"
"14545279","1153"
"14627410","130"
"14682420","1341"
"14698825","12"
"14737226","23"
"14771481","2922"
"14773650","144"
"14782669","1386"
"14806250","11"
"14847736","123"
"14848865","23"
"14880605","12"
"14897153","163"
"14957066","301"
"14959628","1369"
"14989257","1344"
"14995115","132"
"15017277","1060"
"15022227","3802"
"15080529","108"
"15125364","1570"
"15134766","14"
"15195328","622"
"15205847","137"
"15239162","186"
"15246185","1440"
"15285403","2"
"15363005","107"
"15417633","185"
"15471020","450"
"15500909","1207"
"15509641","367"
"15525750","2223"
"15531805","57"
"15536213","113"
"15536505","24"
"15548976","1234"
"15573016","28"
"15592045","3155"
"15623292","15"
"15627284","2604"
"15646653","12"
"15669545","145"
"15676204","1710"
"15710174","1387"
"15718946","27"
"15778405","3276"
"15794603","34"
"15867274","3401"
"15962985","3181"
"16020916","14"
"16030648","44"
"16154948","278"
"16174927","7058"
"16195282","15"
"16219560","85"
"16230400","625"
"16310355","1240"
"16409333","276"
"16423884","145"
"16428381","161"
"16534152","138"
"16622735","37"
"16640920","13"
"16647116","1124"
"16730686","1"
"16733587","13"
"16741757","1349"
"16770502","14"
"16782015","1356"
"16792291","457"
"16798228","19"
"16834666","14"
"16837900","1374"
"16846494","24"
"16949824","1"
"16988042","13"
"16988139","1125"
"17020688","110"
"17021738","57"
"17038695","756"
"17070556","317"
"17081302","523"
"17193964","14"
"17273246","71"
"17296591","1353"
"17328893","1352"
"17332041","60"
"17392942","1"
"17466008","14"
"17472048","18"
"17479978","1"
"17532093","18"
"17539972","21"
"17593904","18"
"17664209","14"
"17708574","196"
"17753126","2072"
"17785086","491"
"17865733","1127"
"17867788","799"
"17879187","16"
"17924077","200"
"17941398","113"
"18006157","1695"
"18013712","1412"
"18022219","1424"
"18028838","95"
"18029648","14"
"18035907","13"
"18054793","2528"
"18059452","94"
"18059812","13"
"18097224","189"
"18236982","1296"
"18257960","1329"
"18260477","15"
"18272904","16"
"18313948","2029"
"18415473","13"
"18429672","170"
"18469788","1093"
"18552022","80"
"18655199","1258"
"18674058","1019"
"18781956","236"
"18790667","11"
"18810686","3874"
"18821370","1080"
"18847237","1193"
"18869596","3485"
"18903735","130"
"18904813","13777"
"18937463","133"
"18993586","20"
"19010386","1939"
"19047987","276"
"19085523","288"
"19122404","37"
"19185130","3091"
"19320997","1914"
"19525779","19"
"19569279","127"
"19581764","19"
"19594347","121"
"19612571","24"
"19644716","248"
"19685186","30"
"19696936","224"
"19710500","2040"
"19717550","106"
"19755185","1"
"19761685","258"
"20029138","51"
"20138487","103"
"20163538","131"
"20226295","11"
"20285835","11"
"20390809","901"
"20425918","13"
"20435182","254"
"20450716","1002"
"20450796","2769"
"20465270","24"
"20532547","1850"
"20660971","1"
"20666664","223"
"20682630","66"
"20737229","449"
"20752407","38"
"20835622","15"
"20873386","345"
"20955762","66"
"21044484","616"
"21058198","1168"
"21065369","28"
"21125630","27"
"21174695","473"
"21187110","2875"
"21312489","37"
"21603107","28"
"21618029","171"
"21629316","4107"
"21640858","26"
"21719074","216"
"21784371","536"
"21864762","23"
"21908633","23"
"21921763","15"
"21924858","1091"
"21971963","2495"
"21974766","61"
"22041659","1444"
"22042237","2077"
"22045114","2788"
"22046894","1863"
"22047350","2350"
"22050640","184"
"22052042","225"
"22053634","15"
"22053762","397"
"22054830","221"
"22056425","307"
"22056630","268"
"22076087","14"
"22077026","1261"
"22084327","2285"
"22085827","2"
"22095887","128"
"22105376","1052"
"22110826","34"
"22123631","12"
"22141768","23"
"22167327","15"
"22187814","2"
"22208853","36"
"22402010","14"
"22833631","259"
"22946554","11"
"23249012","16"
"23428045","371"
"23458675","374"
"23471356","25"
"23537807","1"
"23600597","12"
"23620520","1040"
"23775197","1075"
"23924596","1"
"24136448","101"
"24177440","96"
"24265177","105"
"24272262","115"
"24491126","1"
"24495953","1684"
"24540619","19"
"24729237","126"
"24908811","25"
"24919055","2221"
"25037257","1042"
"25037627","1824"
"25045443","1832"
"25051824","1204"
"25070656","2817"
"25076502","1"
"25830758","134"
"25858715","57"
"25954906","16"
"25977484","35"
"26108120","1740"
"26392840","11"
"26550795","106"
"26674333","24"
"26783304","11"
"26965543","11"
"27299735","2083"
"27326987","1273"
"27345935","3"
"27375757","67"
"27406305","2909"
"27428481","220"
"27496559","113"
"27623476","1197"
"27633284","155"
"27671937","897"
"27676276","101"
"27777181","132"
"27859042","1120"
"27881432","682"
"27955513","563"
"27977354","162"
"28033868","143"
"28085151","46"
"28117425","18"
"28153902","14"
"28178404","3158"
"28317607","1143"
"28338390","389"
"28376284","144"
"28401052","2751"
"28459924","27"
"28486256","1"
"28510906","1"
"28625357","1180"
"28690670","34"
"28851599","12"
"28923864","13"
"28992266","1074"
