"`id`","`has_description`"
"9817959","TRUE"
"9862004","TRUE"
"9865676","TRUE"
"9866862","TRUE"
"9877090","TRUE"
"9893161","TRUE"
"9895007","TRUE"
"9906217","TRUE"
"9908329","TRUE"
"9912292","TRUE"
"9930325","TRUE"
"9931815","TRUE"
"9961002","TRUE"
"9975034","TRUE"
"9982219","TRUE"
"9983686","TRUE"
"10053600","TRUE"
"10060643","TRUE"
"10066441","TRUE"
"10084609","TRUE"
"10084678","TRUE"
"10123492","TRUE"
"10125352","TRUE"
"10138664","TRUE"
"10172529","TRUE"
"10192555","TRUE"
"10196307","TRUE"
"10233169","TRUE"
"10258995","TRUE"
"10260382","TRUE"
"10282819","TRUE"
"10296656","TRUE"
"10301817","TRUE"
"10358518","TRUE"
"10377821","TRUE"
"10379711","TRUE"
"10388177","TRUE"
"10396798","TRUE"
"10410843","TRUE"
"10412281","TRUE"
"10432015","TRUE"
"10435441","TRUE"
"10435922","TRUE"
"10447564","TRUE"
"10451754","TRUE"
"10473430","TRUE"
"10512042","TRUE"
"10521722","TRUE"
"10528918","TRUE"
"10541844","TRUE"
"10548198","TRUE"
"10555368","TRUE"
"10574931","TRUE"
"10576004","TRUE"
"10585250","TRUE"
"10589306","TRUE"
"10631290","TRUE"
"10660095","TRUE"
"10732476","TRUE"
"10733538","TRUE"
"10741429","TRUE"
"10752463","TRUE"
"10773454","TRUE"
"10777706","TRUE"
"10784470","TRUE"
"10803994","TRUE"
"10812016","TRUE"
"10814377","TRUE"
"10815238","TRUE"
"10817458","TRUE"
"10829089","TRUE"
"10829314","TRUE"
"10832091","TRUE"
"10832897","TRUE"
"10832960","TRUE"
"10834528","TRUE"
"10854850","TRUE"
"10859865","TRUE"
"10910878","TRUE"
"10947458","TRUE"
"10953007","TRUE"
"10955983","TRUE"
"10956567","TRUE"
"10963081","TRUE"
"10964976","TRUE"
"11026907","TRUE"
"11061859","TRUE"
"11066875","TRUE"
"11072255","TRUE"
"11080800","TRUE"
"11095632","TRUE"
"11107988","TRUE"
"11127510","TRUE"
"11132347","TRUE"
"11139593","TRUE"
"11144636","TRUE"
"11165808","TRUE"
"11176827","TRUE"
"11182376","TRUE"
"11183490","TRUE"
"11197300","TRUE"
"11212499","TRUE"
"11227723","TRUE"
"11228451","TRUE"
"11238565","TRUE"
"11265367","TRUE"
"11291526","TRUE"
"11297052","TRUE"
"11318999","TRUE"
"11323491","TRUE"
"11338993","TRUE"
"11348682","TRUE"
"11362536","TRUE"
"11384611","TRUE"
"11402707","TRUE"
"11453235","TRUE"
"11467831","TRUE"
"11474560","TRUE"
"11494393","TRUE"
"11512622","TRUE"
"11554847","TRUE"
"11570176","TRUE"
"11588385","TRUE"
"11605642","TRUE"
"11622535","TRUE"
"11625417","TRUE"
"11662013","TRUE"
"11668604","TRUE"
"11680693","TRUE"
"11698195","TRUE"
"11702237","TRUE"
"11704557","TRUE"
"11706023","TRUE"
"11707880","TRUE"
"11720517","TRUE"
"11733127","TRUE"
"11735060","TRUE"
"11737051","TRUE"
"11744765","TRUE"
"11746264","TRUE"
"11753236","TRUE"
"11761587","TRUE"
"11784159","TRUE"
"11785544","TRUE"
"11797084","TRUE"
"11802012","TRUE"
"11817714","TRUE"
"11850935","TRUE"
"11854803","TRUE"
"11912097","TRUE"
"11924541","TRUE"
"12092942","TRUE"
"12170217","TRUE"
"12192051","TRUE"
"12197208","TRUE"
"12226983","TRUE"
"12229395","TRUE"
"12260707","TRUE"
"12262320","TRUE"
"12274903","TRUE"
"12280393","TRUE"
"12308151","TRUE"
"12313618","TRUE"
"12315617","TRUE"
"12316998","TRUE"
"12326365","TRUE"
"12350238","TRUE"
"12398542","TRUE"
"12449377","TRUE"
"12474524","TRUE"
"12505449","TRUE"
"12508484","TRUE"
"12520304","TRUE"
"12526520","TRUE"
"12589909","TRUE"
"12630000","TRUE"
"12653317","TRUE"
"12666384","TRUE"
"12670029","TRUE"
"12682828","TRUE"
"12682853","TRUE"
"12715530","TRUE"
"12719568","TRUE"
"12740796","TRUE"
"12746037","TRUE"
"12749140","TRUE"
"12761803","TRUE"
"12798077","TRUE"
"12806676","TRUE"
"12807650","TRUE"
"12814859","TRUE"
"12821674","TRUE"
"12861561","TRUE"
"12878383","TRUE"
"12908987","TRUE"
"12998527","TRUE"
"13061306","TRUE"
"13071706","TRUE"
"13082203","TRUE"
"13095216","TRUE"
"13097260","TRUE"
"13126326","TRUE"
"13128433","TRUE"
"13155583","TRUE"
"13334964","TRUE"
"13368782","TRUE"
"13393204","TRUE"
"13398866","TRUE"
"13403042","TRUE"
"13413696","TRUE"
"13454056","TRUE"
"13464028","TRUE"
"13480659","TRUE"
"13481226","TRUE"
"13489032","TRUE"
"13490952","TRUE"
"13494877","TRUE"
"13509074","TRUE"
"13520780","TRUE"
"13523497","TRUE"
"13536812","TRUE"
"13544235","TRUE"
"13570263","TRUE"
"13585659","TRUE"
"13593152","TRUE"
"13602488","TRUE"
"13613053","TRUE"
"13615253","TRUE"
"13621454","TRUE"
"13635889","TRUE"
"13636760","TRUE"
"13636819","TRUE"
"13640327","TRUE"
"13642463","TRUE"
"13655055","TRUE"
"13664602","TRUE"
"13678610","TRUE"
"13685691","TRUE"
"13719308","TRUE"
"13735930","TRUE"
"13737011","TRUE"
"13740270","TRUE"
"13747894","TRUE"
"13759969","TRUE"
"13778815","TRUE"
"13808342","TRUE"
"13837159","TRUE"
"13865588","TRUE"
"13964115","TRUE"
"13978039","TRUE"
"14000694","TRUE"
"14027141","TRUE"
"14101318","TRUE"
"14116012","TRUE"
"14210902","TRUE"
"14215488","TRUE"
"14263163","TRUE"
"14286406","TRUE"
"14328878","TRUE"
"14435272","TRUE"
"14457963","TRUE"
"14515342","TRUE"
"14543063","TRUE"
"14545279","TRUE"
"14627410","TRUE"
"14666817","TRUE"
"14682420","TRUE"
"14698825","TRUE"
"14737226","TRUE"
"14771481","TRUE"
"14782669","TRUE"
"14806250","TRUE"
"14846150","TRUE"
"14847736","TRUE"
"14848865","TRUE"
"14880605","TRUE"
"14897153","TRUE"
"14910241","TRUE"
"14914675","TRUE"
"14957066","TRUE"
"14959628","TRUE"
"14989257","TRUE"
"14995115","TRUE"
"15017277","TRUE"
"15022227","TRUE"
"15080529","TRUE"
"15125364","TRUE"
"15195328","TRUE"
"15205203","TRUE"
"15205847","TRUE"
"15228302","TRUE"
"15239162","TRUE"
"15246185","TRUE"
"15252261","TRUE"
"15285403","TRUE"
"15363005","TRUE"
"15384846","TRUE"
"15393494","TRUE"
"15471020","TRUE"
"15500909","TRUE"
"15509641","TRUE"
"15525750","TRUE"
"15531805","TRUE"
"15536213","TRUE"
"15536505","TRUE"
"15548976","TRUE"
"15573016","TRUE"
"15612970","TRUE"
"15623292","TRUE"
"15627284","TRUE"
"15646653","TRUE"
"15669545","TRUE"
"15676204","TRUE"
"15710174","TRUE"
"15718946","TRUE"
"15729314","TRUE"
"15743643","TRUE"
"15753913","TRUE"
"15778405","TRUE"
"15793721","TRUE"
"15794603","TRUE"
"15867274","TRUE"
"15915198","TRUE"
"15956179","TRUE"
"15998060","TRUE"
"16020916","TRUE"
"16030648","TRUE"
"16077481","TRUE"
"16116800","TRUE"
"16154948","TRUE"
"16174927","TRUE"
"16219560","TRUE"
"16224803","TRUE"
"16230400","TRUE"
"16307010","TRUE"
"16310355","TRUE"
"16409333","TRUE"
"16415741","TRUE"
"16423884","TRUE"
"16534152","TRUE"
"16550843","TRUE"
"16611808","TRUE"
"16622735","TRUE"
"16638704","TRUE"
"16647116","TRUE"
"16691009","TRUE"
"16717734","TRUE"
"16723951","TRUE"
"16730686","TRUE"
"16733587","TRUE"
"16741757","TRUE"
"16754990","TRUE"
"16770502","TRUE"
"16782015","TRUE"
"16798228","TRUE"
"16834666","TRUE"
"16837900","TRUE"
"16846494","TRUE"
"16904075","TRUE"
"16949824","TRUE"
"16988042","TRUE"
"16988139","TRUE"
"17009322","TRUE"
"17021738","TRUE"
"17036156","TRUE"
"17038695","TRUE"
"17070556","TRUE"
"17081302","TRUE"
"17139019","TRUE"
"17169141","TRUE"
"17193964","TRUE"
"17251459","TRUE"
"17273246","TRUE"
"17296591","TRUE"
"17373284","TRUE"
"17392942","TRUE"
"17466008","TRUE"
"17472048","TRUE"
"17479978","TRUE"
"17532093","TRUE"
"17539972","TRUE"
"17593904","TRUE"
"17629210","TRUE"
"17648544","TRUE"
"17664209","TRUE"
"17746668","TRUE"
"17753126","TRUE"
"17784660","TRUE"
"17785086","TRUE"
"17840201","TRUE"
"17865733","TRUE"
"17867788","TRUE"
"17879187","TRUE"
"17921081","TRUE"
"17922358","TRUE"
"17924077","TRUE"
"17964103","TRUE"
"17982139","TRUE"
"17982701","TRUE"
"18013712","TRUE"
"18022219","TRUE"
"18026805","TRUE"
"18028838","TRUE"
"18029648","TRUE"
"18035907","TRUE"
"18054793","TRUE"
"18059452","TRUE"
"18059812","TRUE"
"18097224","TRUE"
"18129978","TRUE"
"18236982","TRUE"
"18257960","TRUE"
"18258297","TRUE"
"18272904","TRUE"
"18313948","TRUE"
"18355741","TRUE"
"18415473","TRUE"
"18418200","TRUE"
"18429672","TRUE"
"18461617","TRUE"
"18469788","TRUE"
"18507554","TRUE"
"18513548","TRUE"
"18552022","TRUE"
"18623771","TRUE"
"18646362","TRUE"
"18655199","TRUE"
"18674058","TRUE"
"18714651","TRUE"
"18781956","TRUE"
"18790667","TRUE"
"18810686","TRUE"
"18821370","TRUE"
"18822502","TRUE"
"18847237","TRUE"
"18869596","TRUE"
"18903735","TRUE"
"18904813","TRUE"
"18993586","TRUE"
"19010386","TRUE"
"19047987","TRUE"
"19099635","TRUE"
"19122404","TRUE"
"19153219","TRUE"
"19185130","TRUE"
"19314846","TRUE"
"19320997","TRUE"
"19329970","TRUE"
"19525779","TRUE"
"19552315","TRUE"
"19569279","TRUE"
"19581764","TRUE"
"19594347","TRUE"
"19600642","TRUE"
"19612571","TRUE"
"19630614","TRUE"
"19637265","TRUE"
"19641501","TRUE"
"19644716","TRUE"
"19664730","TRUE"
"19685186","TRUE"
"19689982","TRUE"
"19696936","TRUE"
"19710500","TRUE"
"19717550","TRUE"
"19755185","TRUE"
"19755702","TRUE"
"19758699","TRUE"
"19761685","TRUE"
"19790971","TRUE"
"19820804","TRUE"
"19823479","TRUE"
"19943063","TRUE"
"20008478","TRUE"
"20029138","TRUE"
"20029706","TRUE"
"20138487","TRUE"
"20163538","TRUE"
"20224741","TRUE"
"20226295","TRUE"
"20265215","TRUE"
"20285835","TRUE"
"20311740","TRUE"
"20378057","TRUE"
"20390809","TRUE"
"20398795","TRUE"
"20410311","TRUE"
"20425918","TRUE"
"20434473","TRUE"
"20435182","TRUE"
"20450716","TRUE"
"20450796","TRUE"
"20465270","TRUE"
"20508542","TRUE"
"20532547","TRUE"
"20532667","TRUE"
"20637830","TRUE"
"20647545","TRUE"
"20660971","TRUE"
"20666664","TRUE"
"20680088","TRUE"
"20682630","TRUE"
"20737229","TRUE"
"20752407","TRUE"
"20754312","TRUE"
"20774253","TRUE"
"20835622","TRUE"
"20844574","TRUE"
"20873386","TRUE"
"20925694","TRUE"
"20935792","TRUE"
"20955762","TRUE"
"21044484","TRUE"
"21058198","TRUE"
"21065369","TRUE"
"21174695","TRUE"
"21187110","TRUE"
"21191867","TRUE"
"21312489","TRUE"
"21341462","TRUE"
"21358389","TRUE"
"21448026","TRUE"
"21582674","TRUE"
"21603107","TRUE"
"21618029","TRUE"
"21629316","TRUE"
"21667956","TRUE"
"21700832","TRUE"
"21719074","TRUE"
"21770593","TRUE"
"21784371","TRUE"
"21864762","TRUE"
"21908633","TRUE"
"21909651","TRUE"
"21921763","TRUE"
"21924858","TRUE"
"21963930","TRUE"
"21971963","TRUE"
"21974766","TRUE"
"22036307","TRUE"
"22041659","TRUE"
"22042237","TRUE"
"22045114","TRUE"
"22046894","TRUE"
"22047350","TRUE"
"22050640","TRUE"
"22052042","TRUE"
"22053634","TRUE"
"22053762","TRUE"
"22054830","TRUE"
"22056425","TRUE"
"22056630","TRUE"
"22076087","TRUE"
"22076833","TRUE"
"22077026","TRUE"
"22084327","TRUE"
"22085827","TRUE"
"22095887","TRUE"
"22105376","TRUE"
"22110826","TRUE"
"22123631","TRUE"
"22141768","TRUE"
"22187814","TRUE"
"22236354","TRUE"
"22278515","TRUE"
"22282240","TRUE"
"22402010","TRUE"
"22946554","TRUE"
"23114966","TRUE"
"23249012","TRUE"
"23428045","TRUE"
"23458675","TRUE"
"23465223","TRUE"
"23471356","TRUE"
"23537807","TRUE"
"23600597","TRUE"
"23620520","TRUE"
"23769369","TRUE"
"23775197","TRUE"
"23918553","TRUE"
"23924596","TRUE"
"23964055","TRUE"
"24094301","TRUE"
"24136448","TRUE"
"24177440","TRUE"
"24240637","TRUE"
"24265177","TRUE"
"24272262","TRUE"
"24283325","TRUE"
"24491126","TRUE"
"24495953","TRUE"
"24498221","TRUE"
"24540619","TRUE"
"24568290","TRUE"
"24618268","TRUE"
"24729237","TRUE"
"24899862","TRUE"
"24900752","TRUE"
"24908811","TRUE"
"24919055","TRUE"
"24938003","TRUE"
"25004073","TRUE"
"25037257","TRUE"
"25037627","TRUE"
"25045443","TRUE"
"25051824","TRUE"
"25070656","TRUE"
"25256022","TRUE"
"25256938","TRUE"
"25395643","TRUE"
"25440413","TRUE"
"25545538","TRUE"
"25650073","TRUE"
"25672260","TRUE"
"25830758","TRUE"
"25858715","TRUE"
"25944077","TRUE"
"25954906","TRUE"
"25977484","TRUE"
"26091726","TRUE"
"26108120","TRUE"
"26112145","TRUE"
"26119533","TRUE"
"26341053","TRUE"
"26392840","TRUE"
"26459676","TRUE"
"26550795","TRUE"
"26674333","TRUE"
"26783304","TRUE"
"26873823","TRUE"
"26936537","TRUE"
"26961388","TRUE"
"26965543","TRUE"
"27147563","TRUE"
"27232955","TRUE"
"27299735","TRUE"
"27306008","TRUE"
"27326987","TRUE"
"27345935","TRUE"
"27375757","TRUE"
"27406305","TRUE"
"27406826","TRUE"
"27428481","TRUE"
"27469596","TRUE"
"27496559","TRUE"
"27501293","TRUE"
"27530962","TRUE"
"27533386","TRUE"
"27623476","TRUE"
"27671937","TRUE"
"27676276","TRUE"
"27681681","TRUE"
"27747720","TRUE"
"27859042","TRUE"
"27881432","TRUE"
"27955513","TRUE"
"27977354","TRUE"
"28033868","TRUE"
"28085151","TRUE"
"28117425","TRUE"
"28153902","TRUE"
"28317607","TRUE"
"28338390","TRUE"
"28376284","TRUE"
"28401052","TRUE"
"28405382","TRUE"
"28625357","TRUE"
"28690670","TRUE"
"28754602","TRUE"
"28947710","TRUE"
"28952769","TRUE"
"28992266","TRUE"
"29023113","TRUE"
"799","FALSE"
"1819","FALSE"
"4276","FALSE"
"4846","FALSE"
"8127","FALSE"
"10462","FALSE"
"14622","FALSE"
"18250","FALSE"
"54068","FALSE"
"54745","FALSE"
"70499","FALSE"
"81444","FALSE"
"113880","FALSE"
"159999","FALSE"
"207212","FALSE"
"374916","FALSE"
"445199","FALSE"
"569534","FALSE"
"748510","FALSE"
"773433","FALSE"
"804708","FALSE"
"1886159","FALSE"
"1904790","FALSE"
"1949584","FALSE"
"1989790","FALSE"
"2257240","FALSE"
"2337743","FALSE"
"2447212","FALSE"
"2467228","FALSE"
"2601235","FALSE"
"2662867","FALSE"
"2814268","FALSE"
"2923558","FALSE"
"3063870","FALSE"
"3067095","FALSE"
"3168742","FALSE"
"3290625","FALSE"
"3549651","FALSE"
"3600377","FALSE"
"3997006","FALSE"
"4030767","FALSE"
"4045632","FALSE"
"4187118","FALSE"
"4326459","FALSE"
"4476638","FALSE"
"4605271","FALSE"
"4607985","FALSE"
"4663721","FALSE"
"4722740","FALSE"
"4731748","FALSE"
"4775481","FALSE"
"4819374","FALSE"
"4911527","FALSE"
"5074778","FALSE"
"5095078","FALSE"
"5140545","FALSE"
"5152250","FALSE"
"5377260","FALSE"
"5927767","FALSE"
"6023112","FALSE"
"6108651","FALSE"
"6126544","FALSE"
"6404061","FALSE"
"6457494","FALSE"
"6571469","FALSE"
"6699074","FALSE"
"6843683","FALSE"
"7198962","FALSE"
"7432562","FALSE"
"7738640","FALSE"
"7846270","FALSE"
"7940296","FALSE"
"8117944","FALSE"
"8339162","FALSE"
"8566806","FALSE"
"8670482","FALSE"
"8742938","FALSE"
"8784767","FALSE"
"8837968","FALSE"
"8984199","FALSE"
"9382176","FALSE"
"9400432","FALSE"
"9464549","FALSE"
"9658872","FALSE"
"9659919","FALSE"
"9843828","FALSE"
"9995314","FALSE"
"10128842","FALSE"
"10172252","FALSE"
"10188194","FALSE"
"10199826","FALSE"
"10260310","FALSE"
"10280298","FALSE"
"10281182","FALSE"
"10281816","FALSE"
"10425716","FALSE"
"10464490","FALSE"
"10520061","FALSE"
"10526188","FALSE"
"10819648","FALSE"
"10905378","FALSE"
"10936889","FALSE"
"10956038","FALSE"
"11001304","FALSE"
"11006951","FALSE"
"11034513","FALSE"
"11083412","FALSE"
"11120703","FALSE"
"11173957","FALSE"
"11175147","FALSE"
"11473240","FALSE"
"11537177","FALSE"
"11581362","FALSE"
"12059663","FALSE"
"12317433","FALSE"
"12402890","FALSE"
"12488104","FALSE"
"12509066","FALSE"
"12516628","FALSE"
"12582238","FALSE"
"12586102","FALSE"
"12622087","FALSE"
"12738012","FALSE"
"12967267","FALSE"
"13415499","FALSE"
"13430369","FALSE"
"13462180","FALSE"
"13537757","FALSE"
"13539138","FALSE"
"13541961","FALSE"
"13595364","FALSE"
"13603046","FALSE"
"13624635","FALSE"
"13636329","FALSE"
"13679102","FALSE"
"13680016","FALSE"
"13714859","FALSE"
"13719548","FALSE"
"13742311","FALSE"
"13747237","FALSE"
"13766624","FALSE"
"13822802","FALSE"
"13867933","FALSE"
"14057734","FALSE"
"14149638","FALSE"
"14179437","FALSE"
"14287549","FALSE"
"14310944","FALSE"
"14429281","FALSE"
"14466355","FALSE"
"14486832","FALSE"
"14505051","FALSE"
"14756103","FALSE"
"14773650","FALSE"
"14922006","FALSE"
"15082688","FALSE"
"15093986","FALSE"
"15134766","FALSE"
"15417633","FALSE"
"15426725","FALSE"
"15485606","FALSE"
"15563546","FALSE"
"15592045","FALSE"
"15708243","FALSE"
"15708458","FALSE"
"15759579","FALSE"
"15962985","FALSE"
"16195282","FALSE"
"16290623","FALSE"
"16363717","FALSE"
"16428381","FALSE"
"16569855","FALSE"
"16640920","FALSE"
"16792291","FALSE"
"17020688","FALSE"
"17059127","FALSE"
"17134485","FALSE"
"17143234","FALSE"
"17322266","FALSE"
"17328893","FALSE"
"17332041","FALSE"
"17466721","FALSE"
"17529102","FALSE"
"17646483","FALSE"
"17708574","FALSE"
"17830752","FALSE"
"17941398","FALSE"
"18006157","FALSE"
"18046266","FALSE"
"18199108","FALSE"
"18221297","FALSE"
"18260477","FALSE"
"18290070","FALSE"
"18395213","FALSE"
"18498547","FALSE"
"18719465","FALSE"
"18937463","FALSE"
"19018850","FALSE"
"19085523","FALSE"
"19147330","FALSE"
"19379132","FALSE"
"19517346","FALSE"
"19537063","FALSE"
"19936916","FALSE"
"20030610","FALSE"
"20064306","FALSE"
"20104020","FALSE"
"20349010","FALSE"
"20634755","FALSE"
"20654502","FALSE"
"20769533","FALSE"
"21034797","FALSE"
"21037532","FALSE"
"21125630","FALSE"
"21216818","FALSE"
"21378283","FALSE"
"21584862","FALSE"
"21640858","FALSE"
"21681863","FALSE"
"21975229","FALSE"
"22116372","FALSE"
"22167327","FALSE"
"22208853","FALSE"
"22211488","FALSE"
"22331562","FALSE"
"22513118","FALSE"
"22822302","FALSE"
"22823126","FALSE"
"22833631","FALSE"
"22984128","FALSE"
"23115673","FALSE"
"23961495","FALSE"
"24349402","FALSE"
"24431405","FALSE"
"24663283","FALSE"
"24834266","FALSE"
"25032410","FALSE"
"25040693","FALSE"
"25076502","FALSE"
"26276834","FALSE"
"26588971","FALSE"
"26753555","FALSE"
"26974218","FALSE"
"27051487","FALSE"
"27422150","FALSE"
"27434109","FALSE"
"27499427","FALSE"
"27536536","FALSE"
"27633284","FALSE"
"27740539","FALSE"
"27751995","FALSE"
"27777181","FALSE"
"27852169","FALSE"
"27980298","FALSE"
"28119927","FALSE"
"28139204","FALSE"
"28169699","FALSE"
"28178404","FALSE"
"28205753","FALSE"
"28357332","FALSE"
"28459924","FALSE"
"28475997","FALSE"
"28486256","FALSE"
"28510906","FALSE"
"28552779","FALSE"
"28581442","FALSE"
"28592646","FALSE"
"28717286","FALSE"
"28758106","FALSE"
"28851599","FALSE"
"28920533","FALSE"
"28923864","FALSE"
"29116788","FALSE"
